hb_code,ind_no,ind_desc,year,number,measure,lcl,ucl
S08000014,36,% of diabetes pop (T2) with previous MI,2011,9.735349716,103,8.092042119,11.67000149
S08000014,35,% of diabetes pop (T1) with previous MI,2011,3.296703297,6,1.519477298,7.004771309
S08000011,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.82063306,7,0.39806769,1.684184152
S08000011,71,% of diabetes pop (T1) with previous lower limb amputation,2011,1.666666667,2,0.458246854,5.873712681
S08000011,70,% of diabetes pop (T2) with diabetic retinopathy,2011,30.58,244,27.48,33.86
S08000011,69,% of diabetes pop (T1) with diabetic retinopathy,2011,53.846,56,44.3,63.12
S08000011,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.234466589,2,0.064321415,0.850853572
S08000011,67,% of diabetes pop (T1) with end-stage renal failure,2011,1.666666667,2,0.458246854,5.873712681
S08000011,66,% of diabetes pop (T2) with eGFR <15,2011,0.862068966,7,0.418196472,1.768698631
S08000011,65,% of diabetes pop (T1) with eGFR <15,2011,0,0,0,3.735453357
S08000011,64,% of diabetes pop (T2) with previous stroke,2011,3.634232122,31,2.571919555,5.112301192
S08000011,63,% of diabetes pop (T1) with previous stroke,2011,0.833333333,1,0.147251783,4.569741537
S08000011,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,6.682297773,57,5.193213256,8.559807139
S08000011,15,% of diabetes pop (T2) with previous foot ulcer,2011,1.992966002,17,1.24796642,3.168439133
S08000011,14,% of diabetes pop (T1) with previous foot ulcer,2011,5.833333333,7,2.854064663,11.55272595
S08000011,3,Crude prevalence T2 diabetes,2011,4.24,853,3.97,4.53
S08000011,2,Crude prevalence of T1 diabetes,2011,0.6,120,0.54,0.67
S08000011,1,Age/sex standardised prevalence of T1 diabetes,2011,0.6,120,0.49,0.72
S08000011,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,0.833333333,1,0.147251783,4.569741537
S08000011,58,% of diabetes pop (T2) current smokers,2011,11.75088132,100,9.734406572,14.05547478
S08000011,57,% of diabetes pop (T1) current smokers,2011,18.91891892,21,11.79581737,25.22050025
S08000011,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,23.06763285,191,20.3265056,26.05751752
S08000011,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,25.68807339,28,18.41186373,34.61964238
S08000011,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,69.68,586,66.47,72.69
S08000011,35,% of diabetes pop (T1) with previous MI,2011,4.166666667,5,1.792645251,9.38421293
S08000011,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.76553341,851,99.14914643,99.93567859
S08000011,33,% of diabetes pop (T1) with a recorded smoking status,2011,92.5,111,86.35894316,96.0043338
S08000011,32,% of diabetes pop (T2) with recorded cholesterol,2011,97.06916764,828,95.70920384,98.00706764
S08000011,31,% of diabetes pop (T1) with recorded cholesterol,2011,94.7826087,109,89.08280963,97.58717799
S08000011,30,% of diabetes pop (T2) with recorded  BP,2011,98.59320047,841,97.55721437,99.19345694
S08000011,29,% of diabetes pop (T1) with recorded  BP,2011,89.16666667,107,82.344492,93.55892011
S08000011,28,% of diabetes pop (T2) with recorded HbA1c,2011,98.59320047,841,97.55721437,99.19345694
S08000011,27,% of diabetes pop (T1) with recorded HbA1c,2011,99.16666667,119,95.43025846,99.85274822
S08000011,26,% of diabetes pop with recorded BMI,2011,93.18181818,902,91.41721749,94.60503141
S08000011,25,Crude mortality rate for all people with diabetes,2011,3.948667325,40,2.913036902,5.332259121
S08000011,24,Estimated % pop with undiagnosed diabetes,2011,1.3,264,,
S08000011,23,Age/sex standardised prevalence of T2 diabetes,2011,2.76,853,2.57,2.95
S08000011,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,78.5,84,69.81,85.23
S08000011,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,16.88466112,142,14.50462967,19.5658517
S08000011,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,33.61344538,40,25.75647534,42.4953221
S08000011,50,% of diabetes pop (T2) obese (BMI>=30),2011,60.32540676,482,56.89150534,63.66049396
S08000011,49,% of diabetes pop (T1) obese (BMI>=30),2011,29.12621359,30,21.22881553,38.52468872
S08000011,48,% of diabetes pop (T2) with recorded foot risk,2011,71.62954279,611,68.51255318,74.55258279
S08000011,47,% of diabetes pop (T1) with recorded foot risk,2011,65.83333333,79,56.97466444,73.70969364
S08000011,46,% of diabetes pop (T2) with recorded pulses,2011,76.90504103,656,73.95993561,79.60889205
S08000011,45,% of diabetes pop (T1) with recorded pulses,2011,78.33333333,94,70.14547415,84.76337716
S08000011,44,% of diabetes pop (T2) with recorded eye screen,2011,91.67643611,782,89.63051906,93.34864535
S08000011,43,% of diabetes pop (T1) with recorded eye screen,2011,92.17391304,106,85.79297392,95.82827655
S08000011,42,% of diabetes pop (T2) with recorded eGFR,2011,18.2883939,156,15.83824502,21.02289711
S08000011,41,% of diabetes pop (T1) with recorded eGFR,2011,16.34615385,17,10.4634495,24.62653433
S08000011,40,% of diabetes pop (T2) with recorded microalbumin,2011,75.4982415,644,72.50178372,78.26605949
S08000011,39,% of diabetes pop (T1) with recorded microalbumin,2011,74.7826087,86,66.13282654,81.83017631
S08000011,38,% of diabetes pop (T2) with recorded creatinine,2011,95.19343494,812,93.54427544,96.4373501
S08000011,37,% of diabetes pop (T1) with recorded creatinine,2011,94.7826087,109,89.08280963,97.58717799
S08000011,36,% of diabetes pop (T2) with previous MI,2011,9.144196952,78,7.388709172,11.26603402
S08000010,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.504213055,149,0.429639141,0.591654101
S08000010,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.550898204,23,0.36737756,0.825335751
S08000010,70,% of diabetes pop (T2) with diabetic retinopathy,2011,23.12,6290,22.62,23.62
S08000010,69,% of diabetes pop (T1) with diabetic retinopathy,2011,53.436,1936,51.81,55.06
S08000010,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.578660621,171,0.498370649,0.67179837
S08000010,67,% of diabetes pop (T1) with end-stage renal failure,2011,0.862275449,36,0.623500814,1.191394491
S08000010,66,% of diabetes pop (T2) with eGFR <15,2011,0.270249981,72,0.214673027,0.340166269
S08000010,65,% of diabetes pop (T1) with eGFR <15,2011,0.438733939,14,0.261526522,0.735130089
S08000010,64,% of diabetes pop (T2) with previous stroke,2011,6.006564922,1775,5.741326303,6.283240258
S08000010,63,% of diabetes pop (T1) with previous stroke,2011,2.251497006,94,1.843455967,2.747328235
S08000010,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,7.468444384,2207,7.174211379,7.773734071
S08000010,15,% of diabetes pop (T2) with previous foot ulcer,2011,6.561537681,1939,6.284829699,6.849538106
S08000010,14,% of diabetes pop (T1) with previous foot ulcer,2011,8.239520958,344,7.443333341,9.11248921
S08000010,3,Crude prevalence T2 diabetes,2011,3.53,29551,3.49,3.57
S08000010,2,Crude prevalence of T1 diabetes,2011,0.5,4175,0.49,0.51
S08000010,1,Age/sex standardised prevalence of T1 diabetes,2011,0.49,4175,0.47,0.5
S08000010,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.467065868,103,2.038416496,2.983109087
S08000010,58,% of diabetes pop (T2) current smokers,2011,20.68860348,6105,20.20150311,21.12452315
S08000010,57,% of diabetes pop (T1) current smokers,2011,31.27413127,1296,29.65880016,32.45988843
S08000010,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,19.23419082,5189,18.76825507,19.70888728
S08000010,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,30.85299456,1020,29.30148446,32.44895097
S08000010,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,77.07,21817,76.58,77.56
S08000010,35,% of diabetes pop (T1) with previous MI,2011,3.161676647,132,2.672459912,3.737010119
S08000010,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.85787283,29509,99.80795522,99.89482918
S08000010,33,% of diabetes pop (T1) with a recorded smoking status,2011,99.25748503,4144,98.94800036,99.4764051
S08000010,32,% of diabetes pop (T2) with recorded cholesterol,2011,91.29301885,26978,90.96617082,91.60913218
S08000010,31,% of diabetes pop (T1) with recorded cholesterol,2011,81.4687038,3306,80.24363965,82.63424313
S08000010,30,% of diabetes pop (T2) with recorded  BP,2011,95.79032858,28307,95.55535667,96.01339666
S08000010,29,% of diabetes pop (T1) with recorded  BP,2011,89.48502994,3736,88.51797116,90.37949172
S08000010,28,% of diabetes pop (T2) with recorded HbA1c,2011,86.301648,25503,85.90490159,86.68895728
S08000010,27,% of diabetes pop (T1) with recorded HbA1c,2011,81.53293413,3404,80.32708438,82.68080757
S08000010,26,% of diabetes pop with recorded BMI,2011,90.96075456,30571,90.64949078,91.26265556
S08000010,25,Crude mortality rate for all people with diabetes,2011,3.414994181,1203,3.230359519,3.609788177
S08000010,24,Estimated % pop with undiagnosed diabetes,2011,0.9,7586,,
S08000010,23,Age/sex standardised prevalence of T2 diabetes,2011,2.99,29551,2.96,3.03
S08000010,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,81.02,3027,79.73,82.25
S08000010,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,12.73967769,3249,12.3360701,13.15450887
S08000010,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,31.08108108,1058,29.54832381,32.65649229
S08000010,50,% of diabetes pop (T2) obese (BMI>=30),2011,56.04129398,15037,55.44658095,56.63427736
S08000010,49,% of diabetes pop (T1) obese (BMI>=30),2011,23.15959162,862,21.83240483,24.54212704
S08000010,48,% of diabetes pop (T2) with recorded foot risk,2011,71.75730094,21205,71.24121634,72.26772942
S08000010,47,% of diabetes pop (T1) with recorded foot risk,2011,57.22155689,2389,55.71480265,58.7150336
S08000010,46,% of diabetes pop (T2) with recorded pulses,2011,74.30882204,21959,73.8075094,74.80381525
S08000010,45,% of diabetes pop (T1) with recorded pulses,2011,61.48502994,2567,59.99897348,62.94997007
S08000010,44,% of diabetes pop (T2) with recorded eye screen,2011,87.12057122,25745,86.73381507,87.49767735
S08000010,43,% of diabetes pop (T1) with recorded eye screen,2011,82.03548546,3329,80.82419715,83.18617687
S08000010,42,% of diabetes pop (T2) with recorded eGFR,2011,53.55668359,15826,52.98760708,54.12483546
S08000010,41,% of diabetes pop (T1) with recorded eGFR,2011,32.92299633,1257,31.45016579,34.43015746
S08000010,40,% of diabetes pop (T2) with recorded microalbumin,2011,65.46986566,19347,64.92577333,66.00993637
S08000010,39,% of diabetes pop (T1) with recorded microalbumin,2011,57.78708724,2345,56.26079242,59.29865234
S08000010,38,% of diabetes pop (T2) with recorded creatinine,2011,90.15938547,26643,89.81453266,90.49379828
S08000010,37,% of diabetes pop (T1) with recorded creatinine,2011,81.54263184,3309,80.31934039,82.70625864
S08000010,36,% of diabetes pop (T2) with previous MI,2011,10.2230043,3021,9.882742877,10.57360631
S08000008,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.609023159,76,0.486892959,0.761553549
S08000008,71,% of diabetes pop (T1) with previous lower limb amputation,2011,1.137656428,20,0.737652093,1.750744139
S08000008,70,% of diabetes pop (T2) with diabetic retinopathy,2011,23.76,2750,22.99,24.54
S08000008,69,% of diabetes pop (T1) with diabetic retinopathy,2011,52.881,826,50.4,55.35
S08000008,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.504848145,63,0.39481935,0.64534125
S08000008,67,% of diabetes pop (T1) with end-stage renal failure,2011,1.137656428,20,0.737652093,1.750744139
S08000008,66,% of diabetes pop (T2) with eGFR <15,2011,0.338765794,37,0.245883111,0.46657093
S08000008,65,% of diabetes pop (T1) with eGFR <15,2011,0.465477114,6,0.213498777,1.011833081
S08000008,64,% of diabetes pop (T2) with previous stroke,2011,5.008414136,625,4.639368419,5.405152213
S08000008,63,% of diabetes pop (T1) with previous stroke,2011,2.389078498,42,1.77229634,3.213486717
S08000008,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,6.931645164,865,6.499129731,7.390669207
S08000008,23,Age/sex standardised prevalence of T2 diabetes,2011,2.66,12479,2.61,2.71
S08000008,15,% of diabetes pop (T2) with previous foot ulcer,2011,2.259796458,282,2.013357124,2.535619929
S08000008,14,% of diabetes pop (T1) with previous foot ulcer,2011,3.412969283,60,2.660676593,4.368422958
S08000008,3,Crude prevalence T2 diabetes,2011,4.01,12479,3.95,4.08
S08000008,2,Crude prevalence of T1 diabetes,2011,0.57,1758,0.55,0.58
S08000008,1,Age/sex standardised prevalence of T1 diabetes,2011,0.57,1758,0.54,0.6
S08000008,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.844141069,50,2.163965236,3.729958485
S08000008,58,% of diabetes pop (T2) current smokers,2011,15.38152288,1913,14.70850465,15.97234289
S08000008,57,% of diabetes pop (T1) current smokers,2011,23.71445856,392,20.43161087,24.28532623
S08000008,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,20.55241793,2329,19.81845372,21.30634111
S08000008,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,25.52710843,339,23.25494335,27.94045406
S08000008,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,72.95,8701,72.15,73.74
S08000008,35,% of diabetes pop (T1) with previous MI,2011,4.152445961,73,3.315496286,5.189331844
S08000008,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.66343457,12437,99.54540553,99.75089572
S08000008,33,% of diabetes pop (T1) with a recorded smoking status,2011,94.02730375,1653,92.82056315,95.04204606
S08000008,32,% of diabetes pop (T2) with recorded cholesterol,2011,90.80855838,11332,90.28902301,91.30297604
S08000008,31,% of diabetes pop (T1) with recorded cholesterol,2011,78.48699764,1328,76.46565395,80.3792778
S08000008,30,% of diabetes pop (T2) with recorded  BP,2011,95.57656864,11927,95.20156271,95.92352214
S08000008,29,% of diabetes pop (T1) with recorded  BP,2011,83.84527873,1474,82.05134909,85.49161277
S08000008,28,% of diabetes pop (T2) with recorded HbA1c,2011,92.05865855,11488,91.57121059,92.52021937
S08000008,27,% of diabetes pop (T1) with recorded HbA1c,2011,83.44709898,1467,81.63717485,85.11116393
S08000008,26,% of diabetes pop with recorded BMI,2011,89.67609908,12708,89.16432369,90.16636879
S08000008,25,Crude mortality rate for all people with diabetes,2011,3.810097764,569,3.51474216,4.129210899
S08000008,24,Estimated % pop with undiagnosed diabetes,2011,1.9,5929,,
S08000008,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,81,1194,78.92,82.93
S08000008,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,14.87639276,1709,14.23739677,15.53887164
S08000008,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,36.400818,534,33.97710341,38.89557031
S08000008,50,% of diabetes pop (T2) obese (BMI>=30),2011,55.22956923,6231,54.31036242,56.14521583
S08000008,49,% of diabetes pop (T1) obese (BMI>=30),2011,25.10518934,358,22.9234764,27.42067361
S08000008,48,% of diabetes pop (T2) with recorded foot risk,2011,81.50492828,10171,80.81405044,82.17641481
S08000008,47,% of diabetes pop (T1) with recorded foot risk,2011,65.13083049,1145,62.87230329,67.32337378
S08000008,46,% of diabetes pop (T2) with recorded pulses,2011,81.24048401,10138,80.54595077,81.91578872
S08000008,45,% of diabetes pop (T1) with recorded pulses,2011,64.9032992,1141,62.6419303,67.09967644
S08000008,44,% of diabetes pop (T2) with recorded eye screen,2011,81.18438978,10131,80.48908779,81.86049774
S08000008,43,% of diabetes pop (T1) with recorded eye screen,2011,76.12293144,1288,74.03375384,78.09375619
S08000008,42,% of diabetes pop (T2) with recorded eGFR,2011,87.48297139,10917,86.89080869,88.05206329
S08000008,41,% of diabetes pop (T1) with recorded eGFR,2011,78.12700449,1218,76.00717463,80.10855712
S08000008,40,% of diabetes pop (T2) with recorded microalbumin,2011,70.50244411,8798,69.69610138,71.29616756
S08000008,39,% of diabetes pop (T1) with recorded microalbumin,2011,53.19148936,900,50.80933997,55.55917935
S08000008,38,% of diabetes pop (T2) with recorded creatinine,2011,87.52303871,10922,86.93166042,88.09132153
S08000008,37,% of diabetes pop (T1) with recorded creatinine,2011,78.48699764,1328,76.46565395,80.3792778
S08000008,36,% of diabetes pop (T2) with previous MI,2011,10.1610706,1268,9.643158156,10.70350394
S08000007,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.557944206,279,0.496346925,0.627137607
S08000007,71,% of diabetes pop (T1) with previous lower limb amputation,2011,0.906148867,56,0.698502759,1.174792313
S08000007,70,% of diabetes pop (T2) with diabetic retinopathy,2011,25.95,12147,25.55,26.35
S08000007,69,% of diabetes pop (T1) with diabetic retinopathy,2011,57.306,3055,55.97,58.63
S08000007,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.453954605,227,0.398719455,0.516801851
S08000007,67,% of diabetes pop (T1) with end-stage renal failure,2011,0.873786408,54,0.670340468,1.138269895
S08000007,66,% of diabetes pop (T2) with eGFR <15,2011,0.350063547,157,0.299490415,0.40914161
S08000007,65,% of diabetes pop (T1) with eGFR <15,2011,0.487804878,21,0.319280949,0.744615204
S08000007,64,% of diabetes pop (T2) with previous stroke,2011,5.585441456,2793,5.387553532,5.790153091
S08000007,63,% of diabetes pop (T1) with previous stroke,2011,1.893203883,117,1.582093198,2.264085527
S08000007,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,7.713228677,3857,7.482613602,7.950340558
S08000007,23,Age/sex standardised prevalence of T2 diabetes,2011,3.44,50005,3.41,3.47
S08000007,15,% of diabetes pop (T2) with previous foot ulcer,2011,3.815618438,1908,3.651222305,3.987110193
S08000007,14,% of diabetes pop (T1) with previous foot ulcer,2011,7.977346278,493,7.327637206,8.679266982
S08000007,3,Crude prevalence T2 diabetes,2011,4.15,50005,4.12,4.19
S08000007,2,Crude prevalence of T1 diabetes,2011,0.51,6180,0.5,0.52
S08000007,1,Age/sex standardised prevalence of T1 diabetes,2011,0.5,6180,0.49,0.51
S08000007,61,% of diabetes pop (T1) with previous cardiac revascularisation,2011,2.588996764,160,2.221536671,3.015363317
S08000007,58,% of diabetes pop (T2) current smokers,2011,20.66415459,10255,20.15667563,20.86375385
S08000007,57,% of diabetes pop (T1) current smokers,2011,25.01270971,1476,22.84479096,24.95464815
S08000007,56,% of diabetes pop (T2) with cholesterol >5mmol,2011,18.81199381,8269,18.44937406,19.18006453
S08000007,55,% of diabetes pop (T1) with cholesterol >5mmol,2011,29.45446031,1258,28.10630917,30.83953809
S08000007,54,% of diabetes pop (T2) with SBP <=140mmHg,2011,77.37,36006,76.99,77.75
S08000007,35,% of diabetes pop (T1) with previous MI,2011,3.656957929,226,3.217023037,4.154472378
S08000007,34,% of diabetes pop (T2) with a recorded smoking status,2011,99.24407559,49627,99.16428415,99.31630133
S08000007,33,% of diabetes pop (T1) with a recorded smoking status,2011,95.48543689,5901,94.93891736,95.97544241
S08000007,32,% of diabetes pop (T2) with recorded cholesterol,2011,87.9067256,43956,87.61802362,88.18960347
S08000007,31,% of diabetes pop (T1) with recorded cholesterol,2011,71.55302396,4271,70.39488894,72.68343412
S08000007,30,% of diabetes pop (T2) with recorded  BP,2011,93.06069393,46535,92.83463402,93.28013814
S08000007,29,% of diabetes pop (T1) with recorded  BP,2011,87.4433657,5404,86.59387816,88.2463312
S08000007,28,% of diabetes pop (T2) with recorded HbA1c,2011,90.3149685,45162,90.05263632,90.57110682
S08000007,27,% of diabetes pop (T1) with recorded HbA1c,2011,85.63106796,5292,84.73436403,86.48350157
S08000007,26,% of diabetes pop with recorded BMI,2011,87.99221039,49251,87.72030709,88.25889891
S08000007,25,Crude mortality rate for all people with diabetes,2011,3.53461473,2078,3.388358707,3.686942867
S08000007,24,Estimated % pop with undiagnosed diabetes,2011,0.9,11007,,
S08000007,53,% of diabetes pop (T1) with SBP <= 140mmHg,2011,78.28,4230,77.16,79.35
S08000007,52,% of diabetes pop (T2) with HbA1c > 75mmol/mol,2011,16.21938798,7325,15.88227952,16.56224289
S08000007,51,% of diabetes pop (T1) with HbA1c > 75mmol/mol,2011,35.61980348,1885,34.34042798,36.92004175
S08000007,50,% of diabetes pop (T2) obese (BMI>=30),2011,53.08039582,23280,52.61308293,53.54716913
S08000007,49,% of diabetes pop (T1) obese (BMI>=30),2011,23.11068702,1211,21.98925514,24.27151673
S08000007,48,% of diabetes pop (T2) with recorded foot risk,2011,64.14958504,32078,63.72817994,64.56881624
S08000007,47,% of diabetes pop (T1) with recorded foot risk,2011,42.49190939,2626,41.26446898,43.72867832
S08000007,46,% of diabetes pop (T2) with recorded pulses,2011,76.31436856,38161,75.93971122,76.68498305
S08000007,45,% of diabetes pop (T1) with recorded pulses,2011,56.5210356,3493,55.28139596,57.75257308
S08000007,44,% of diabetes pop (T2) with recorded eye screen,2011,85.63486191,42820,85.32469967,85.9395491
S08000007,43,% of diabetes pop (T1) with recorded eye screen,2011,77.34963981,4617,76.27037337,78.39372487
S08000007,42,% of diabetes pop (T2) with recorded eGFR,2011,67.45604736,33726,67.04401507,67.86539733
S08000007,41,% of diabetes pop (T1) with recorded eGFR,2011,50.18793628,2804,48.87716413,51.49845016
S08000007,40,% of diabetes pop (T2) with recorded microalbumin,2011,62.55624663,31280,62.13108512,62.97947896
S08000007,39,% of diabetes pop (T1) with recorded microalbumin,2011,53.35902161,3185,52.09167638,54.62204595
S08000007,38,% of diabetes pop (T2) with recorded creatinine,2011,89.6966182,44851,89.42709901,89.96003829
S08000007,37,% of diabetes pop (T1) with recorded creatinine,2011,75.57379796,4511,74.46759502,76.64710389
S08000007,36,% of diabetes pop (T2) with previous MI,2011,10.4449555,5223,10.17991747,10.71607066
S08000004,72,% of diabetes pop (T2) with previous lower limb amputation,2011,0.550606286,89,0.447687466,0.677024196
S08000004,71,% of diabetes pop (T1) with previous lower limb amputation,2011,1.218892839,24,0.82044681,1.807316108
S08000004,70,% of diabetes pop (T2) with diabetic retinopathy,2011,26.11,3977,25.42,26.82
S08000004,69,% of diabetes pop (T1) with diabetic retinopathy,2011,59.488,1000,57.12,61.81
S08000004,68,% of diabetes pop (T2) with end-stage renal failure,2011,0.420687949,68,0.332006496,0.532930231
S08000004,67,% of diabetes pop (T1) with end-stage renal failure,2011,0.812595226,16,0.500796872,1.31595314
S08000004,66,% of diabetes pop (T2) with eGFR <15,2011,0.219079865,33,0.156044357,0.307500704
S08000004,65,% of diabetes pop (T1) with eGFR <15,2011,0.674308833,10,0.366677817,1.236828569
S08000004,64,% of diabetes pop (T2) with previous stroke,2011,5.011135857,810,4.685349803,5.358301292
S08000004,63,% of diabetes pop (T1) with previous stroke,2011,2.48857288,49,1.887485956,3.274692295
S08000004,62,% of diabetes pop (T2) with previous cardiac revascularisation,2011,6.007176442,971,5.651200858,6.384058072
S08000004,23,Age/sex standardised prevalence of T2 diabetes,2011,3.29,16164,3.24,3.34
